Roll No.,G CODE,Sections
SIASUG2022-0034,CHEM321,A
SIASUG2022-0034,ECON206,A
SIASUG2021-0180,PHYS226,A
SIASUG2021-0180,COMP347&COMP447,A
SIASUG2021-0180,BUSI318,A
SIASUG2021-0180,ARTS234|PHIL234|PSYC235,A
SIASUG2021-0180,ARTS236|LITT234,A
SIASUG2022-0099,ECON201-B,A
SIASUG2022-0099,SOCL411|POLT411,A
SIASUG2022-0099,BUSI317,A
SIASUG2022-0099,POLT334|SOCL334,A
SIASUG2022-0099,BIOS224,A
SIASUG2022-0011,MATH257,A
SIASUG2022-0011,SOCL325|ENVS325,A
SIASUG2022-0011,COMP332&COMP432,A
SIASUG2022-0011,CHEM322|BIOS322,A
SIASUG2022-0011,COMP311|MATH311,A
SIASUG2022-0155,SOCL328,A
SIASUG2022-0155,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0155,CWPC601,A
SIASUG2022-0155,PHYS360&PHYS460,A
SIASUG2022-0155,MATH333,A
SIASUG2022-0017,HIST303|PHIL315|LITT306,A
SIASUG2022-0017,ECON201-A,A
SIASUG2022-0017,POLT205,A
SIASUG2022-0017,COMP431|ARTS431,A
SIASUG2022-0017,MATH344&MATH444,A
SIASUG2022-0025,MATH203,A
SIASUG2022-0025,COMP235,A
SIASUG2022-0025,ECON332&ECON432,A
SIASUG2022-0025,PHYS311,A
SIASUG2022-0025,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0031,COMP347&COMP447,A
SIASUG2022-0031,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0031,CHEM319,A
SIASUG2022-0031,BUSI318,A
SIASUG2022-0031,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0058,LITT208,A
SIASUG2022-0058,ECON207,A
SIASUG2022-0058,HIST330|SOCL330|POLT330,A
SIASUG2022-0058,DATA201-B,A
SIASUG2022-0058,HIST339,A
SIASUG2022-0067,BIOS231|CHEM231,A
SIASUG2022-0067,MATH203,A
SIASUG2022-0067,HIST339,A
SIASUG2022-0067,ARTS205,A
SIASUG2022-0067,BUSI201,A
SIASUG2022-0121,POLT333|SOCL333,A
SIASUG2022-0121,HIST314|SOCL351|POLT351,A
SIASUG2022-0121,BIOS224,A
SIASUG2022-0121,BIOS409|ENVS409,A
SIASUG2022-0121,PSYC345&PSYC445,A
SIASUG2022-0131,BUSI201,A
SIASUG2022-0131,ECON201-B,A
SIASUG2022-0131,ECON315|SOCL323|BUSI312,A
SIASUG2022-0131,ENVS221|LITT242,A
SIASUG2022-0131,ENVS421,A
SIASUG2022-0078,BIOS224,A
SIASUG2022-0078,SOCL201|POLT201,A
SIASUG2022-0078,PHYS443,A
SIASUG2022-0078,CHEM434,A
SIASUG2022-0078,CHEM433,A
SIASUG2022-0050,PHYS216|COMP216,A
SIASUG2022-0050,PHYS327,A
SIASUG2022-0050,POLT333|SOCL333,A
SIASUG2022-0050,MATH355&MATH455,A
SIASUG2022-0050,MATH257,A
SIASUG2022-0103,MATH355&MATH455,A
SIASUG2022-0103,ENVS421,A
SIASUG2022-0103,PSYC208,A
SIASUG2022-0103,CHEM319,A
SIASUG2022-0103,CHEM207,A
SIASUG2022-0007,HIST326&HIST426,A
SIASUG2022-0007,ECON201-B,A
SIASUG2022-0007,ENVS242|SOCL242|POLT221,A
SIASUG2022-0007,BIOS221,A
SIASUG2022-0007,HIST314|SOCL351|POLT351,A
SIASUG2022-0014,MATH257,A
SIASUG2022-0014,PHYS231,A
SIASUG2022-0014,LITT212|ARTS232,A
SIASUG2022-0014,BUSI211|PSYC213,A
SIASUG2022-0014,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0156,BUSI211|PSYC213,A
SIASUG2022-0156,MATH191|COMP201,A
SIASUG2022-0156,POLT333|SOCL333,A
SIASUG2022-0156,POLT203,A
SIASUG2022-0156,COMP203,A
SIASUG2022-0030,ARTS233,A
SIASUG2022-0030,ECON209,A
SIASUG2022-0030,PSYC442,A
SIASUG2022-0030,PHYS327,A
SIASUG2022-0030,ECON332&ECON432,A
SIASUG2022-0035,COMP203,A
SIASUG2022-0035,PHYS231,A
SIASUG2022-0035,BIOS409|ENVS409,A
SIASUG2022-0035,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0035,CHEM321,A
SIASUG2022-0038,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0038,BUSI211|PSYC213,A
SIASUG2022-0038,PHYS110,A
SIASUG2022-0038,SOCL328,A
SIASUG2022-0038,ECON207,A
SIASUG2022-0070,PSYC327,A
SIASUG2022-0070,ARTS236|LITT234,A
SIASUG2022-0070,BIOS224,A
SIASUG2022-0070,PHYS443,A
SIASUG2022-0070,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0090,BIOS231|CHEM231,A
SIASUG2022-0090,ENVS221|LITT242,A
SIASUG2022-0090,BIOS221,A
SIASUG2022-0090,PSYC327,A
SIASUG2022-0090,COMP347&COMP447,A
SIASUG2022-0092,ECON207,A
SIASUG2022-0092,ENVS328,A
SIASUG2022-0092,PSYC345&PSYC445,A
SIASUG2022-0092,HIST326&HIST426,A
SIASUG2022-0092,ECON333&ECON433,A
SIASUG2022-0095,MATH061&PHYS061,A
SIASUG2022-0095,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0095,CHEM216,A
SIASUG2022-0095,MATH355&MATH455,A
SIASUG2022-0095,PHYS226,A
SIASUG2022-0132,CWPC601,A
SIASUG2022-0132,PHYS216|COMP216,A
SIASUG2022-0132,COMP332&COMP432,A
SIASUG2022-0132,PSYC208,A
SIASUG2022-0132,MATH305&MATH405,A
SIASUG2022-0168,ARTS235|ENVS237,A
SIASUG2022-0168,PHYS360&PHYS460,A
SIASUG2022-0168,ENVS421,A
SIASUG2022-0168,PSYC440,A
SIASUG2022-0168,ENVS328,A
SIASUG2022-0171,BUSI211|PSYC213,A
SIASUG2022-0171,CHEM434,A
SIASUG2022-0171,CHEM431,A
SIASUG2022-0171,ECON315|SOCL323|BUSI312,A
SIASUG2022-0171,ECON206,A
SIASUG2022-0122,HIST339,A
SIASUG2022-0122,ENVS421,A
SIASUG2022-0122,ECON332&ECON432,A
SIASUG2022-0122,COMP235,A
SIASUG2022-0122,ARTS224,A
SIASUG2022-0180,PSYC437,A
SIASUG2022-0180,COMP431|ARTS431,A
SIASUG2022-0180,LITT212|ARTS232,A
SIASUG2022-0180,ECON321&ECON421,A
SIASUG2022-0180,POLT415|SOCL415,A
SIASUG2021-0044,ECON332&ECON432,A
SIASUG2021-0044,PHYS311,A
SIASUG2021-0044,PSYC440,A
SIASUG2021-0044,COMP332&COMP432,A
SIASUG2021-0044,CHEM207,A
SIASUG2022-0034,BIOS221,A
SIASUG2022-0034,MATH344&MATH444,A
SIASUG2022-0034,PSYC345&PSYC445,A
SIASUG2022-0034,BUSI319,A
SIASUG2022-0034,PHYS327,A
SIASUG2021-0063,PSYC440,A
SIASUG2021-0063,BUSI201,A
SIASUG2021-0063,HIST314|SOCL351|POLT351,A
SIASUG2021-0063,SOCL411|POLT411,A
SIASUG2021-0063,COMP207,A
SIASUG2022-0012,POLT203,A
SIASUG2022-0012,BIOS224,A
SIASUG2022-0012,HIST326&HIST426,A
SIASUG2022-0012,PSYC327,A
SIASUG2022-0012,COMP332&COMP432,A
SIASUG2022-0019,ECON332&ECON432,A
SIASUG2022-0019,COMP328&COMP428,A
SIASUG2022-0019,SOCL328,A
SIASUG2022-0019,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0019,HIST326&HIST426,A
SIASUG2022-0048,POLT205,A
SIASUG2022-0048,ECON210-A,A
SIASUG2022-0048,POLT334|SOCL334,A
SIASUG2022-0048,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2022-0048,PSYC440,A
SIASUG2022-0063,ARTS235|ENVS237,A
SIASUG2022-0063,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0063,CHEM322|BIOS322,A
SIASUG2022-0063,ARTS233,A
SIASUG2022-0063,ECON210-B,A
SIASUG2022-0088,PHYS345,A
SIASUG2022-0088,DATA201-A,A
SIASUG2022-0088,POLT334|SOCL334,A
SIASUG2022-0088,COMP347&COMP447,A
SIASUG2022-0088,ENVS242|SOCL242|POLT221,A
SIASUG2022-0117,BIOS306|CHEM305,A
SIASUG2022-0117,ARTS235|ENVS237,A
SIASUG2022-0117,BUSI319,A
SIASUG2022-0117,DATA201-A,A
SIASUG2022-0117,HIST303|PHIL315|LITT306,A
SIASUG2022-0126,BUSI201,A
SIASUG2022-0126,PHYS110,A
SIASUG2022-0126,ENVS421,A
SIASUG2022-0126,ECON201-B,A
SIASUG2022-0126,MATH333,A
SIASUG2022-0164,PSYC437,A
SIASUG2022-0164,HIST330|SOCL330|POLT330,A
SIASUG2022-0164,MATH355&MATH455,A
SIASUG2022-0164,ARTS233,A
SIASUG2022-0164,MATH191|COMP201,A
SIASUG2022-0170,HIST330|SOCL330|POLT330,A
SIASUG2022-0170,PHYS345,A
SIASUG2022-0170,BIOS409|ENVS409,A
SIASUG2022-0170,PSYC327,A
SIASUG2022-0170,BUSI318,A
SIASUG2022-0135,BIOS224,A
SIASUG2022-0135,PHYS327,A
SIASUG2022-0135,COMP207,A
SIASUG2022-0135,COMP431|ARTS431,A
SIASUG2022-0135,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0188,CHEM207,A
SIASUG2022-0188,BIOS251|HIST251,A
SIASUG2022-0188,CWPC601,A
SIASUG2022-0188,ENVS421,A
SIASUG2022-0188,MATH061&PHYS061,A
SIASUG2022-0193,ECON207,A
SIASUG2022-0193,PSYC251|SOCL251,A
SIASUG2022-0193,POLT203,A
SIASUG2022-0193,PSYC442,A
SIASUG2022-0193,BUSI317,A
SIASUG2022-0006,LITT208,A
SIASUG2022-0006,MATH191|COMP201,A
SIASUG2022-0006,ARTS205,A
SIASUG2022-0006,COMP350,A
SIASUG2022-0006,ENVS245,A
SIASUG2022-0008,MATH191|COMP201,A
SIASUG2022-0008,BIOS221,A
SIASUG2022-0008,COMP332&COMP432,A
SIASUG2022-0008,PHYS216|COMP216,A
SIASUG2022-0008,PHYS110,A
SIASUG2022-0028,ECON210-A,A
SIASUG2022-0028,PHYS226,A
SIASUG2022-0028,CHEM319,A
SIASUG2022-0028,ENVS250|PHIL211,A
SIASUG2022-0028,HIST303|PHIL315|LITT306,A
SIASUG2022-0037,PSYC327,A
SIASUG2022-0037,MATH191|COMP201,A
SIASUG2022-0037,POLT412,A
SIASUG2022-0037,COMP350,A
SIASUG2022-0037,BIOS221,A
SIASUG2022-0076,SOCL325|ENVS325,A
SIASUG2022-0076,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0076,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0076,ARTS233,A
SIASUG2022-0076,SOCL328,A
SIASUG2022-0091,PHYS226,A
SIASUG2022-0091,POLT412,A
SIASUG2022-0091,PHYS443,A
SIASUG2022-0091,ARTS224,A
SIASUG2022-0091,ENVS328,A
SIASUG2022-0093,ENVS242|SOCL242|POLT221,A
SIASUG2022-0093,CHEM319,A
SIASUG2022-0093,ENVS250|PHIL211,A
SIASUG2022-0093,LITT212|ARTS232,A
SIASUG2022-0093,CHEM433,A
SIASUG2022-0102,ENVS421,A
SIASUG2022-0102,PHYS216|COMP216,A
SIASUG2022-0102,ECON210-B,A
SIASUG2022-0102,PHYS311,A
SIASUG2022-0102,BUSI318,A
SIASUG2022-0114,MATH355&MATH455,A
SIASUG2022-0114,BUSI319,A
SIASUG2022-0114,MATH344&MATH444,A
SIASUG2022-0114,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0114,PSYC437,A
SIASUG2022-0124,PHYS226,A
SIASUG2022-0124,ARTS224,A
SIASUG2022-0124,BIOS221,A
SIASUG2022-0124,ECON210-A,A
SIASUG2022-0124,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2022-0140,BIOS251|HIST251,A
SIASUG2022-0140,MATH305&MATH405,A
SIASUG2022-0140,ENVS328,A
SIASUG2022-0140,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0140,ECON207,A
SIASUG2022-0165,PHYS226,A
SIASUG2022-0165,MATH257,A
SIASUG2022-0165,BIOS224,A
SIASUG2022-0165,CHEM319,A
SIASUG2022-0165,BUSI211|PSYC213,A
SIASUG2022-0047,PSYC345&PSYC445,A
SIASUG2022-0047,HIST326&HIST426,A
SIASUG2022-0047,LITT212|ARTS232,A
SIASUG2022-0047,PHYS443,A
SIASUG2022-0047,ECON207,A
SIASUG2021-0154,ECON201-A,A
SIASUG2021-0154,ARTS235|ENVS237,A
SIASUG2021-0154,PHYS327,A
SIASUG2021-0154,COMP207,A
SIASUG2021-0154,COMP310&COMP410,A
SIASUG2022-0177,PSYC437,A
SIASUG2022-0177,CHEM219,A
SIASUG2022-0177,BUSI317,A
SIASUG2022-0177,ECON332&ECON432,A
SIASUG2022-0177,LITT208,A
SIASUG2022-0184,BIOS306|CHEM305,A
SIASUG2022-0184,ARTS236|LITT234,A
SIASUG2022-0184,ARTS205,A
SIASUG2022-0184,PHYS311,A
SIASUG2022-0184,COMP311|MATH311,A
SIASUG2022-0192,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0192,ECON201-A,A
SIASUG2022-0192,PHYS216|COMP216,A
SIASUG2022-0192,PSYC442,A
SIASUG2022-0192,SOCL201|POLT201,A
SIASUG2021-0001,CHEM433,A
SIASUG2021-0001,COMP311|MATH311,A
SIASUG2021-0001,SOCL411|POLT411,A
SIASUG2021-0001,PSYC208,A
SIASUG2021-0001,COMP235,A
SIASUG2021-0013,CHEM434,A
SIASUG2021-0013,PSYC251|SOCL251,A
SIASUG2021-0013,COMP235,A
SIASUG2021-0013,PSYC440,A
SIASUG2021-0013,PHYS110,A
SIASUG2021-0024,MATH305&MATH405,A
SIASUG2021-0024,ECON333&ECON433,A
SIASUG2021-0024,HIST339,A
SIASUG2021-0024,COMP347&COMP447,A
SIASUG2021-0024,SOCL411|POLT411,A
SIASUG2021-0033,HIST330|SOCL330|POLT330,A
SIASUG2021-0033,CHEM431,A
SIASUG2021-0033,ARTS234|PHIL234|PSYC235,A
SIASUG2021-0033,POLT412,A
SIASUG2021-0033,POLT334|SOCL334,A
SIASUG2021-0044,PSYC437,A
SIASUG2021-0044,BIOS306|CHEM305,A
SIASUG2021-0044,PHYS327,A
SIASUG2021-0044,MATH305&MATH405,A
SIASUG2021-0044,PHYS216|COMP216,A
SIASUG2021-0056,PHYS360&PHYS460,A
SIASUG2021-0056,HIST339,A
SIASUG2021-0056,CWPC601,A
SIASUG2021-0056,BUSI201,A
SIASUG2021-0056,PHYS226,A
SIASUG2021-0065,ENVS328,A
SIASUG2021-0065,ARTS233,A
SIASUG2021-0065,DATA201-A,A
SIASUG2021-0065,COMP431|ARTS431,A
SIASUG2021-0065,CHEM431,A
SIASUG2021-0087,BIOS227|ENVS227|PSYC227,A
SIASUG2021-0087,BIOS221,A
SIASUG2021-0087,PSYC440,A
SIASUG2021-0087,COMP207,A
SIASUG2021-0087,POLT334|SOCL334,A
SIASUG2021-0105,ARTS236|LITT234,A
SIASUG2021-0105,ECON210-A,A
SIASUG2021-0105,BIOS432|CHEM432,A
SIASUG2021-0105,PSYC442,A
SIASUG2021-0105,BIOS227|ENVS227|PSYC227,A
SIASUG2021-0187,COMP311|MATH311,A
SIASUG2021-0187,DATA201-A,A
SIASUG2021-0187,BUSI319,A
SIASUG2021-0187,LITT208,A
SIASUG2021-0187,COMP332&COMP432,A
SIASUG2021-0069,BIOS221,A
SIASUG2021-0069,ARTS224,A
SIASUG2021-0069,LITT208,A
SIASUG2021-0069,ARTS233,A
SIASUG2021-0069,SOCL411|POLT411,A
SIASUG2021-0067,MATH305&MATH405,A
SIASUG2021-0067,ECON201-A,A
SIASUG2021-0067,CHEM434,A
SIASUG2021-0067,PHYS226,A
SIASUG2021-0067,POLT203,A
SIASPG2023-0015,ENVS421,A
SIASPG2023-0015,CHEM216,A
SIASPG2023-0015,HIST330|SOCL330|POLT330,A
SIASPG2023-0015,ARTS205,A
SIASPG2023-0015,ARTS234|PHIL234|PSYC235,A
SIASUG2021-0034,PSYC440,A
SIASUG2021-0034,CHEM321,A
SIASUG2021-0034,POLT203,A
SIASUG2021-0034,BIOS224,A
SIASUG2021-0034,COMP347&COMP447,A
SIASUG2021-0142,ECON201-B,A
SIASUG2021-0142,ARTS205,A
SIASUG2021-0142,HIST326&HIST426,A
SIASUG2021-0142,SOCL328,A
SIASUG2021-0142,ECON315|SOCL323|BUSI312,A
SIASUG2021-0158,PHYS360&PHYS460,A
SIASUG2021-0158,ECON210-B,A
SIASUG2021-0158,ARTS234|PHIL234|PSYC235,A
SIASUG2021-0158,ECON210-A,A
SIASUG2021-0158,PSYC251|SOCL251,A
SIASUG2021-0056,POLT334|SOCL334,A
SIASUG2021-0056,MATH305&MATH405,A
SIASUG2021-0056,PHYS110,A
SIASUG2021-0056,PHYS327,A
SIASUG2021-0056,PSYC327,A
SIASUG2021-0118,COMP431|ARTS431,A
SIASUG2021-0118,MATH191|COMP201,A
SIASUG2021-0118,MATH061&PHYS061,A
SIASUG2021-0118,DATA201-A,A
SIASUG2021-0118,COMP311|MATH311,A
SIASUG2022-0067,CHEM216,A
SIASUG2022-0067,ECON315|SOCL323|BUSI312,A
SIASUG2022-0067,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASUG2022-0067,PSYC327,A
SIASUG2022-0067,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0104,POLT415|SOCL415,A
SIASUG2022-0104,ECON210-A,A
SIASUG2022-0104,CHEM440,A
SIASUG2022-0104,ENVS421,A
SIASUG2022-0104,PHYS311,A
SIASPG2023-0001,BUSI317,A
SIASPG2023-0001,HIST339,A
SIASPG2023-0001,POLT203,A
SIASPG2023-0001,ECON321&ECON421,A
SIASPG2023-0001,PSYC251|SOCL251,A
SIASPG2023-0013,PHYS311,A
SIASPG2023-0013,ARTS233,A
SIASPG2023-0013,COMP347&COMP447,A
SIASPG2023-0013,PSYC251|SOCL251,A
SIASPG2023-0013,COMP328&COMP428,A
SIASUG2021-0017,PSYC437,A
SIASUG2021-0017,BUSI317,A
SIASUG2021-0017,POLT203,A
SIASUG2021-0017,ENVS242|SOCL242|POLT221,A
SIASUG2021-0017,BUSI211|PSYC213,A
SIASUG2021-0114,HIST303|PHIL315|LITT306,A
SIASUG2021-0114,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2021-0114,BUSI319,A
SIASUG2021-0114,CHEM321,A
SIASUG2021-0114,COMP310&COMP410,A
SIASUG2021-0131,ECON333&ECON433,A
SIASUG2021-0131,ECON315|SOCL323|BUSI312,A
SIASUG2021-0131,COMP347&COMP447,A
SIASUG2021-0131,DATA201-B,A
SIASUG2021-0131,ENVS250|PHIL211,A
SIASPG2023-0001,HIST314|SOCL351|POLT351,A
SIASPG2023-0001,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASPG2023-0001,HIST339,A
SIASPG2023-0001,ECON321&ECON421,A
SIASPG2023-0001,MATH191|COMP201,A
SIASUG2021-0036,COMP431|ARTS431,A
SIASUG2021-0036,ENVS421,A
SIASUG2021-0036,PHYS327,A
SIASUG2021-0036,ENVS328,A
SIASUG2021-0036,POLT415|SOCL415,A
SIASUG2021-0105,ENVS221|LITT242,A
SIASUG2021-0105,MATH226,A
SIASUG2021-0105,SOCL201|POLT201,A
SIASUG2021-0105,PHYS345,A
SIASUG2021-0105,ECON210-A,A
SIASUG2021-0176,PHYS360&PHYS460,A
SIASUG2021-0176,PHYS216|COMP216,A
SIASUG2021-0176,BIOS231|CHEM231,A
SIASUG2021-0176,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2021-0176,MATH333,A
SIASUG2021-0178,MATH344&MATH444,A
SIASUG2021-0178,LITT208,A
SIASUG2021-0178,ECON332&ECON432,A
SIASUG2021-0178,BUSI201,A
SIASUG2021-0178,PSYC327,A
SIASUG2022-0063,BIOS231|CHEM231,A
SIASUG2022-0063,POLT415|SOCL415,A
SIASUG2022-0063,MATH257,A
SIASUG2022-0063,PHYS345,A
SIASUG2022-0063,PSYC209,A
SIASUG2022-0161,POLT412,A
SIASUG2022-0161,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0161,ECON206,A
SIASUG2022-0161,POLT203,A
SIASUG2022-0161,BIOS251|HIST251,A
SIASPG2023-0005,COMP329|MATH329&COMP429|MATH429,A
SIASPG2023-0005,POLT333|SOCL333,A
SIASPG2023-0005,POLT412,A
SIASPG2023-0005,ECON332&ECON432,A
SIASPG2023-0005,PSYC442,A
SIASPG2023-0013,MATH333,A
SIASPG2023-0013,ECON207,A
SIASPG2023-0013,BIOS227|ENVS227|PSYC227,A
SIASPG2023-0013,BIOS221,A
SIASPG2023-0013,MATH226,A
SIASPG2023-0015,PHYS110,A
SIASPG2023-0015,ECON330|BUSI330&ECON430|BUSI430,A
SIASPG2023-0015,BUSI319,A
SIASPG2023-0015,ENVS421,A
SIASPG2023-0015,COMP329|MATH329&COMP429|MATH429,A
SIASUG2021-0096,CHEM319,A
SIASUG2021-0096,SOCL201|POLT201,A
SIASUG2021-0096,MATH257,A
SIASUG2021-0096,PHYS327,A
SIASUG2021-0096,BIOS227|ENVS227|PSYC227,A
SIASUG2021-0172,MATH305&MATH405,A
SIASUG2021-0172,SOCL328,A
SIASUG2021-0172,CWPC601,A
SIASUG2021-0172,ECON315|SOCL323|BUSI312,A
SIASUG2021-0172,PHIL214|PHIL314&PHIL414,A
SIASUG2022-0165,COMP235,A
SIASUG2022-0165,MATH344&MATH444,A
SIASUG2022-0165,BIOS231|CHEM231,A
SIASUG2022-0165,MATH191|COMP201,A
SIASUG2022-0165,ECON201-A,A
SIASUG2021-0022,ECON321&ECON421,A
SIASUG2021-0022,BIOS409|ENVS409,A
SIASUG2021-0022,CHEM322|BIOS322,A
SIASUG2021-0022,ECON206,A
SIASUG2021-0022,CHEM219,A
SIASUG2021-0041,ARTS235|ENVS237,A
SIASUG2021-0041,PSYC327,A
SIASUG2021-0041,CHEM434,A
SIASUG2021-0041,ENVS433|HIST433|SOCL433|LITT433,A
SIASUG2021-0041,BIOS306|CHEM305,A
SIASUG2021-0113,COMP207,A
SIASUG2021-0113,ECON209,A
SIASUG2021-0113,COMP350,A
SIASUG2021-0113,COMP235,A
SIASUG2021-0113,SOCL328,A
SIASUG2021-0153,CHEM433,A
SIASUG2021-0153,SOCL411|POLT411,A
SIASUG2021-0153,ARTS233,A
SIASUG2021-0153,ECON206,A
SIASUG2021-0153,COMP203,A
SIASUG2022-0068,PHYS345,A
SIASUG2022-0068,ENVS421,A
SIASUG2022-0068,SOCL201|POLT201,A
SIASUG2022-0068,COMP203,A
SIASUG2022-0068,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0072,ECON333&ECON433,A
SIASUG2022-0072,CWPC601,A
SIASUG2022-0072,PHYS110,A
SIASUG2022-0072,ECON329|SOCL332|POLT335&ECON429|SOCL432|POLT435,A
SIASUG2022-0072,ECON201-B,A
SIASUG2022-0091,BIOS224,A
SIASUG2022-0091,ECON206,A
SIASUG2022-0091,MATH226,A
SIASUG2022-0091,POLT415|SOCL415,A
SIASUG2022-0091,ECON201-B,A
SIASUG2022-0096,ARTS235|ENVS237,A
SIASUG2022-0096,COMP328&COMP428,A
SIASUG2022-0096,BIOS224,A
SIASUG2022-0096,ECON206,A
SIASUG2022-0096,ECON333&ECON433,A
SIASUG2022-0112,SOCL411|POLT411,A
SIASUG2022-0112,ENVS328,A
SIASUG2022-0112,PSYC327,A
SIASUG2022-0112,CHEM431,A
SIASUG2022-0112,LITT212|ARTS232,A
SIASUG2022-0130,ARTS234|PHIL234|PSYC235,A
SIASUG2022-0130,ECON332&ECON432,A
SIASUG2022-0130,CHEM434,A
SIASUG2022-0130,PSYC437,A
SIASUG2022-0130,BUSI211|PSYC213,A
SIASUG2022-0133,COMP329|MATH329&COMP429|MATH429,A
SIASUG2022-0133,ECON209,A
SIASUG2022-0133,PSYC209,A
SIASUG2022-0133,BIOS221,A
SIASUG2022-0133,COMP350,A
SIASUG2022-0157,ECON333&ECON433,A
SIASUG2022-0157,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0157,CWPC601,A
SIASUG2022-0157,BIOS221,A
SIASUG2022-0157,ECON209,A
SIASUG2022-0177,MATH226,A
SIASUG2022-0177,ECON332&ECON432,A
SIASUG2022-0177,BIOS221,A
SIASUG2022-0177,LITT208,A
SIASUG2022-0177,ARTS236|LITT234,A
SIASUG2022-0191,CHEM322|BIOS322,A
SIASUG2022-0191,PSYC437,A
SIASUG2022-0191,DATA201-B,A
SIASUG2022-0191,POLT412,A
SIASUG2022-0191,PSYC440,A
SIASUG2021-0010,POLT203,A
SIASUG2021-0010,MATH333,A
SIASUG2021-0010,HIST314|SOCL351|POLT351,A
SIASUG2021-0010,BIOS409|ENVS409,A
SIASUG2021-0010,CHEM434,A
SIASUG2021-0108,POLT334|SOCL334,A
SIASUG2021-0108,CHEM440,A
SIASUG2021-0108,ECON330|BUSI330&ECON430|BUSI430,A
SIASUG2021-0108,PHYS226,A
SIASUG2021-0108,COMP310&COMP410,A
SIASUG2022-0047,PHYS216|COMP216,A
SIASUG2022-0047,ECON209,A
SIASUG2022-0047,CHEM319,A
SIASUG2022-0047,BUSI317,A
SIASUG2022-0047,HIST314|SOCL351|POLT351,A
SIASUG2022-0072,POLT203,A
SIASUG2022-0072,ECON201-A,A
SIASUG2022-0072,COMP235,A
SIASUG2022-0072,ECON210-A,A
SIASUG2022-0072,POLT334|SOCL334,A
SIASUG2022-0167,BIOS224,A
SIASUG2022-0167,BIOS409|ENVS409,A
SIASUG2022-0167,LITT208,A
SIASUG2022-0167,MATH191|COMP201,A
SIASUG2022-0167,COMP328&COMP428,A
SIASUG2022-0191,PSYC251|SOCL251,A
SIASUG2022-0191,MATH226,A
SIASUG2022-0191,CHEM440,A
SIASUG2022-0191,CHEM322|BIOS322,A
SIASUG2022-0191,BUSI317,A
SIASPG2023-0028,ECON210-B,A
SIASPG2023-0028,ECON321&ECON421,A
SIASPG2023-0028,MATH305&MATH405,A
SIASPG2023-0028,ECON330|BUSI330&ECON430|BUSI430,A
SIASPG2023-0028,CHEM216,A
SIASPG2023-0031,BUSI318,A
SIASPG2023-0031,HIST328|BIOS328|LITT328|ARTS328&HIST428|BIOS428|LITT428|ARTS428,A
SIASPG2023-0031,MATH257,A
SIASPG2023-0031,POLT334|SOCL334,A
SIASPG2023-0031,COMP350,A
SIASUG2021-0006,PHYS327,A
SIASUG2021-0006,ARTS236|LITT234,A
SIASUG2021-0006,MATH061&PHYS061,A
SIASUG2021-0006,POLT412,A
SIASUG2021-0006,COMP207,A
SIASUG2022-0157,COMP203,A
SIASUG2022-0157,PHYS216|COMP216,A
SIASUG2022-0157,HIST303|PHIL315|LITT306,A
SIASUG2022-0157,ECON210-A,A
SIASUG2022-0157,PHYS443,A
SIASUG2022-0181,PSYC345&PSYC445,A
SIASUG2022-0181,BIOS227|ENVS227|PSYC227,A
SIASUG2022-0181,ECON201-B,A
SIASUG2022-0181,ARTS224,A
SIASUG2022-0181,PSYC209,A
SIASUG2022-0182,LITT212|ARTS232,A
SIASUG2022-0182,ARTS205,A
SIASUG2022-0182,CHEM216,A
SIASUG2022-0182,COMP311|MATH311,A
SIASUG2022-0182,BIOS409|ENVS409,A
SIASUG2021-0075,BIOS409|ENVS409,A
SIASUG2021-0075,ECON201-A,A
SIASUG2021-0075,ENVS245,A
SIASUG2021-0075,MATH226,A
SIASUG2021-0075,CHEM433,A
